id,nombre,sex,edad,altura,peso,equipo,NOC,juegos,year,temporada,ciudad,deporte,evento,medalla
37338,"Christopher Clive ""Chris"" Froome",M,31,185,69,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Individual Time Trial,Bronze
37396,Fu Haifeng,M,32,181,78,China-1,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Men's Doubles,Gold
37402,Fu Yuanhui,F,20,179,63,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke,Bronze
37409,Florian Fuchs,M,24,185,74,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Bronze
37463,Jakob Diemer Fuglsang,M,31,183,69,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",Silver
37561,Ai Fukuhara,F,27,156,48,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,Bronze
37589,Magdalena Fularczyk-Kozowska,F,29,173,70,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,Gold
37688,Moritz Frste,M,31,190,89,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Bronze
37807,Gabriel Barbosa Almeida,M,19,178,68,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Gold
37808,Gabriel Fernando de Jesus,M,19,175,68,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Gold
38011,Otgontsetseg Galbadrakhyn,F,24,170,63,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Extra-Lightweight,Bronze
38157,Valentino Gallo,M,31,192,95,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
38162,"Jacqueline ""Jackie"" Galloway",F,20,178,80,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Heavyweight,Bronze
38258,Dzhavid Shakirovich Gamzatov,M,26,176,91,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze
38410,Gao Lei,M,24,170,64,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Trampolining,Trampolining Men's Individual,Bronze
38711,Xavier Garca Gadea,M,32,198,92,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Silver
38753,Steven Gardiner,M,20,193,94,Bahamas,BAH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
38761,English Gardner,F,24,168,55,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
38795,Denis Gargaud Chanut,M,29,181,76,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Gold
38803,Arianna Garibotti,F,26,169,64,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Silver
38841,Daniele Garozzo,M,23,177,65,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Individual",Gold
38842,Enrico Garozzo,M,27,190,70,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",Silver
38864,Zach Garrett,M,21,178,64,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Men's Team,Silver
38960,Pau Gasol Sez,M,36,215,115,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
39035,Justin Alexander Gatlin,M,34,186,80,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,Silver
39142,Artemi Gavezou Castro,F,22,169,55,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
39168,Yuliya Petrovna Gavrilova,F,27,169,56,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Team",Gold
39193,Fazliddin Khasanbayevich Gaybnazarov,M,25,169,64,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Welterweight,Gold
39246,Ruth Marie Christelle Gbagbi,F,22,176,65,Cote d'Ivoire,CIV,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Welterweight,Bronze
39290,Hagos Gebrhiwet Berhe,M,22,171,56,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",Bronze
39311,Justin Gilberto Geduld,M,22,175,78,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
39312,Aniuar Borisovich Geduyev,M,29,173,74,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver
39502,Uwe Gensheimer,M,29,188,88,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Bronze
39561,Paul George,M,26,206,99,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
39663,Vincent Grard,M,29,189,100,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Silver
39672,Aleksandra Viktorovna Gerasimenya,F,30,175,60,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,Bronze
39695,Yarden Gerbi,F,27,169,63,Israel,ISR,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,Bronze
39949,Komeil Nemat Ghasemi,M,28,186,115,Iran,IRI,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Silver
40004,Simona Cristina Gherman (Alexandru-),F,31,170,58,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",Gold
40102,Simone Giannelli,M,19,198,92,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Silver
40104,"Spyridon ""Spyros"" Gianniotis",M,36,185,78,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 10 kilometres Open Water,Silver
40243,Laura Gil Collado,F,24,191,78,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Silver
40252,Juan Ignacio Gilardi,M,34,186,91,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold
40279,Kaleigh Gilchrist,F,24,176,77,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold
40403,Fabien Pierre Aurlien Dominique Gilot,M,32,193,85,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
40453,Matthias Lukas Ginter,M,22,190,88,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Silver
40549,Cameron Girdlestone,M,28,190,92,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Silver
40611,Niccol Gitto,M,29,190,90,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
40617,Odette Giuffrida,F,21,160,52,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Lightweight,Silver
40641,Shakhram Dzhamshedovich Giyasov,M,23,174,69,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Welterweight,Silver
40671,Jasmin Glaesser,F,24,167,58,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Bronze
40707,Josip Glasnovi,M,33,178,82,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Trap,Gold
40709,Alisha Rebecca Glass,F,28,183,72,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
40724,Laura Glauser,F,22,178,65,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Silver
40818,Helen Rachel M. Glover,F,30,177,67,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs,Gold
40838,Nadezhda Sergeyevna Glyzina-Fedotova,F,28,175,68,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Bronze
40856,Serge David Gnabry,M,21,173,74,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Silver
40904,Tessa Gobbo,F,25,185,82,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Gold
40930,ivko Goci,M,33,193,93,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Gold
41015,Lena Goeling,F,30,171,56,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Gold
41058,Goh Liu Ying,F,27,166,56,Malaysia,MAS,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Mixed Doubles,Silver
41060,Goh V Shem,M,27,180,70,Malaysia,MAS,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Men's Doubles,Silver
41389,Vladislav Olegovich Goncharov,M,20,173,66,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Trampolining,Trampolining Men's Individual,Gold
41418,Gong Jinjie,F,29,165,65,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Sprint,Gold
41425,Gong Xiangyu,F,19,186,72,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Gold
41543,Joel Gonzlez Bonilla,M,26,185,68,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,Bronze
41597,Mara Guadalupe Gonzlez Romero,F,27,162,47,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,Silver
41686,Daniel Goodfellow,M,19,167,58,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Platform,Bronze
41795,Chrisann Gordon,F,21,168,65,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
41839,Leon Goretzka,M,21,189,79,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Silver
41859,Karina Khavazhevna Goricheva,F,23,160,63,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Middleweight,Bronze
41869,Giulia Gorlero,F,25,180,73,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Silver
41957,Kennedy Goss,F,19,173,74,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
41961,Sarah Goss,F,23,176,73,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Silver
42000,"Matthew Anthony W. ""Matt"" Gotrel",M,27,195,95,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Gold
42051,Simon Gougnard,M,25,187,84,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
42228,Martine Soffiatti Grael,F,25,168,62,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Skiff,Gold
42312,Katherine Jane Grainger,F,40,183,78,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,Silver
42327,Mats Grambusch,M,23,177,74,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Bronze
42328,Tom Grambusch,M,20,185,85,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Bronze
42506,Laura Graves,F,29,173,55,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
42585,Mathieu Grbille,M,24,198,100,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Silver
42622,Draymond Jamal Green,M,26,200,104,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
42623,Ellia Green,F,23,172,75,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold
42734,"Alexander John ""Alex"" Gregory",M,32,198,97,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Gold
42804,"Catherine Rose ""Katie"" Greves (-Solesbury)",F,33,179,71,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Silver
42887,Sam Griffiths,M,44,171,73,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
42924,Kirill Akopovich Grigoryan,M,24,179,88,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Bronze
42984,Kari Aalvik Grimsb,F,31,180,80,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze
42994,Brittney Yevette Griner,F,25,203,94,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
43009,Anna Sergeyevna Grinyova,F,28,185,87,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Bronze
43037,Mindaugas Grikonis,M,30,190,92,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Double Sculls,Silver
43150,Marcus Gro,M,26,182,85,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
43150,Marcus Gro,M,26,182,85,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
43241,Madeline Groves,F,21,179,66,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Butterfly,Silver
43241,Madeline Groves,F,21,179,66,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
43300,Hans Gruhne,M,27,193,92,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Gold
43311,Gauthier Grumier,M,32,188,83,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Individual",Bronze
43311,Gauthier Grumier,M,32,188,83,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",Gold
43430,Gu Xiao,F,23,174,60,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
43570,Evandro Motta Guerra,M,34,207,106,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold
43698,Michal Yves Robert Guigou,M,34,179,79,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Silver
43968,Guo Li,F,23,167,54,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
44231,James George Guy,M,20,187,83,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
44231,James George Guy,M,20,187,83,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
44313,Gwak Dong-Han,M,24,183,90,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Middleweight,Bronze
44384,Mario-Elio Gyr,M,31,187,76,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
44479,Francis Townley Haas,M,19,196,84,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
44667,Kai Hfner,M,27,192,95,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Bronze
44679,Ryunosuke Haga,M,25,186,100,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Heavyweight,Bronze
44745,Kosuke Hagino,M,21,177,71,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
44745,Kosuke Hagino,M,21,177,71,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Individual Medley,Silver
44745,Kosuke Hagino,M,21,177,71,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Individual Medley,Gold
44789,Lisa Hahn-Altenburg,F,26,155,58,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Bronze
44914,Aika Hakoyama,F,25,176,65,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
44993,Arman Hall,M,22,183,75,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
45219,Fabian Hambchen,M,28,164,62,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,Gold
45322,Pauline Louisa Hammarlund,F,22,172,65,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
45332,Sarah Kathryn Hammer (-Sparks),F,32,171,65,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Silver
45332,Sarah Kathryn Hammer (-Sparks),F,32,171,65,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Omnium,Silver
45496,Ying Han,F,33,170,60,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,Silver
45559,Takuya Haneda,M,29,175,70,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Bronze
45567,Martin Hner,M,27,184,83,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Bronze
45656,Tawin Hanprab,M,18,176,58,Thailand,THA,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Flyweight,Silver
45732,Henrik Toft Hansen,M,29,200,105,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Gold
45742,Jena Mai Hansen,F,27,166,60,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Skiff,Bronze
45769,Lasse Norman Hansen,M,24,180,73,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
45769,Lasse Norman Hansen,M,24,180,73,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Omnium,Bronze
45782,Mikkel Hansen,M,28,196,98,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Gold
45793,Ren Toft Hansen,M,31,200,105,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Gold
45877,Hao Jialu,F,28,176,66,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",Silver
45940,Hisayoshi Harasawa,M,24,191,125,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Heavyweight,Silver
46091,Christa Deanne Harmotto-Dietzen,F,29,188,79,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
46207,Kayla Harrison,F,26,173,74,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Heavyweight,Gold
46275,Christoph Harting,M,26,207,120,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,Gold
46344,Artem Harutyunyan,M,25,172,64,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Welterweight,Bronze
46542,Natasha Monique Hastings,F,30,173,68,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
46645,Franzisca Hauke,F,26,172,63,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Bronze
46647,Tobias Constantin Hauke,M,28,183,81,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Bronze
46666,Patrick Hausding,M,27,180,77,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Springboard,Bronze
46710,Daniel Havel,M,24,178,79,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
46861,Akeem Haynes,M,24,170,73,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
46948,He Zi,F,25,159,51,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Springboard,Silver
46951,Maaike Christiane Head,F,32,173,59,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls,Gold
46997,Liam Nicholas Heath,M,31,182,81,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",Gold
46997,Liam Nicholas Heath,M,31,182,81,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",Silver
47228,Erik Heil,M,26,185,80,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Skiff,Bronze
47274,Silvio Heinevetter,M,31,194,99,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Bronze
47578,"Jeffrey ""Jeff"" Henderson",M,27,183,86,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Long Jump,Gold
47603,Kaj Hendriks,M,28,197,95,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Bronze
47672,Josephine Henning,F,26,175,68,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Gold
47736,Desiree Latifah N. Henry,F,20,171,64,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
47814,Michael David Hepburn,M,24,186,77,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
47900,Sabrina Hering,F,24,167,70,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Silver
48025,Ismael Marcelo Hernndez Uscanga,M,26,178,64,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze
48041,"Lauren Zoe ""Laurie"" Hernandez",F,16,152,49,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Gold
48041,"Lauren Zoe ""Laurie"" Hernandez",F,16,152,49,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,Silver
48058,Nico Miguel Hernandez,M,20,165,49,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,Bronze
48085,Stefany del Carmen Hernndez Mendoza,F,25,165,65,Venezuela,VEN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's BMX,Bronze
48109,"Guillermo Gustavo ""Willy"" Hernangmez Geuer",M,22,210,115,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
48128,Camilla Herrem,F,29,167,57,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze
48230,Timm Herzbruch,M,19,180,76,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Bronze
48283,Carl Rupert Hester,M,49,182,86,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
48505,Rei Higuchi,M,20,163,63,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
48553,"Alexander ""Alex"" Hill",M,23,194,92,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Silver
48581,"Kimberly ""Kim"" Hill",F,26,193,72,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
48586,Phelan Peter Hill,M,37,172,55,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Gold
48595,"Samantha ""Sami"" Hill",F,24,183,89,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold
48665,"Madeline Clare ""Maddie"" Hinch",F,27,168,62,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold
48672,Philip Hindes,M,23,178,82,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Team Sprint,Gold
48700,Martina Hingis (-Hutin),F,35,170,59,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,Silver
48858,Sophie Hitchon,F,25,170,75,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,Bronze
48869,"Michael ""Mike"" Hixon",M,22,173,68,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Springboard,Silver
